ExistingProtection,Occupation,Budget,Gender,WorkingYear,Plan
"N","教育",50900,0,6,"儲蓄計劃"
"Y","法律",30900,0,7,"儲蓄計劃"
"N","金融",96950,0,1,"儲蓄計劃"
"N","醫療",71950,1,4,"儲蓄計劃"
"N","服務",41950,1,1,"儲蓄計劃"
"N","教育",73900,1,2,"儲蓄計劃"
"Y","法律",33900,0,7,"儲蓄計劃"
"Y","醫療",73950,1,8,"儲蓄計劃"
"N","服務",43950,1,7,"儲蓄計劃"
"N","教育",77900,0,2,"儲蓄計劃"
"N","法律",37900,0,5,"儲蓄計劃"
"Y","醫療",67700,0,6,"儲蓄計劃"
"N","教育",45400,0,4,"儲蓄計劃"
"N","法律",25400,1,1,"儲蓄計劃"
"N","金融",135550,0,1,"儲蓄計劃"
"Y","醫療",50550,1,8,"儲蓄計劃"
"N","教育",61100,1,8,"儲蓄計劃"
"N","法律",11100,1,3,"儲蓄計劃"
"Y","醫療",71300,1,6,"儲蓄計劃"
"N","服務",46300,0,1,"儲蓄計劃"
"N","教育",37600,0,8,"儲蓄計劃"
"N","法律",42600,0,1,"儲蓄計劃"
"N","金融",95900,0,1,"儲蓄計劃"
"N","醫療",55900,0,8,"儲蓄計劃"
"N","服務",50900,0,1,"儲蓄計劃"
"N","教育",76800,1,8,"儲蓄計劃"
"Y","法律",31800,1,9,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",14300,0,2,"儲蓄計劃"
"Y","醫療",72450,0,4,"儲蓄計劃"
"N","教育",74900,0,2,"儲蓄計劃"
"N","法律",44900,1,5,"儲蓄計劃"
"N","金融",114550,1,1,"儲蓄計劃"
"Y","醫療",74550,0,4,"儲蓄計劃"
"N","服務",39550,1,3,"儲蓄計劃"
"N","教育",54100,0,4,"儲蓄計劃"
"N","法律",29100,1,8,"儲蓄計劃"
"N","金融",79800,1,1,"儲蓄計劃"
"Y","醫療",74800,1,6,"儲蓄計劃"
"N","服務",34800,1,1,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",19600,1,5,"儲蓄計劃"
"Y","醫療",59100,0,6,"儲蓄計劃"
"N","服務",34100,1,5,"儲蓄計劃"
"N","教育",58200,0,4,"儲蓄計劃"
"N","法律",38200,1,2,"儲蓄計劃"
"N","金融",88200,0,1,"儲蓄計劃"
"N","醫療",53200,0,8,"儲蓄計劃"
"N","服務",33200,1,9,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",36400,0,2,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",36100,0,9,"儲蓄計劃"
"N","教育",47200,1,2,"儲蓄計劃"
"N","法律",42200,0,8,"儲蓄計劃"
"N","金融",109150,0,1,"儲蓄計劃"
"Y","醫療",59150,0,4,"儲蓄計劃"
"N","服務",34150,1,9,"儲蓄計劃"
"N","教育",73300,1,6,"儲蓄計劃"
"N","法律",38300,1,2,"儲蓄計劃"
"N","金融",106150,0,1,"儲蓄計劃"
"Y","醫療",51150,0,2,"儲蓄計劃"
"N","服務",31150,0,3,"儲蓄計劃"
"N","教育",52300,0,4,"儲蓄計劃"
"N","法律",32300,0,8,"儲蓄計劃"
"Y","醫療",66000,1,8,"儲蓄計劃"
"N","服務",31000,1,7,"儲蓄計劃"
"N","教育",67000,0,4,"儲蓄計劃"
"N","法律",12000,0,5,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",36250,0,9,"儲蓄計劃"
"N","教育",47500,0,8,"儲蓄計劃"
"N","法律",42500,0,8,"儲蓄計劃"
"N","金融",100300,1,1,"儲蓄計劃"
"N","醫療",50300,0,6,"儲蓄計劃"
"N","服務",55300,0,1,"儲蓄計劃"
"N","教育",55600,0,6,"儲蓄計劃"
"N","法律",20600,1,2,"儲蓄計劃"
"Y","醫療",71850,0,2,"儲蓄計劃"
"N","服務",51850,1,1,"儲蓄計劃"
"N","教育",63700,0,2,"儲蓄計劃"
"N","法律",33700,0,8,"儲蓄計劃"
"N","金融",83500,1,1,"儲蓄計劃"
"Y","醫療",68500,0,4,"儲蓄計劃"
"N","服務",48500,1,7,"儲蓄計劃"
"N","教育",72000,1,4,"儲蓄計劃"
"Y","法律",27000,1,2,"儲蓄計劃"
"N","醫療",67300,0,6,"儲蓄計劃"
"N","服務",42300,1,3,"儲蓄計劃"
"N","教育",59600,1,2,"儲蓄計劃"
"N","法律",14600,0,2,"儲蓄計劃"
"Y","醫療",73800,0,4,"儲蓄計劃"
"N","服務",48800,1,1,"儲蓄計劃"
"N","教育",57600,0,6,"儲蓄計劃"
"N","法律",47600,0,8,"儲蓄計劃"
"N","金融",130050,0,1,"儲蓄計劃"
"Y","醫療",65050,1,2,"儲蓄計劃"
"N","服務",35050,1,5,"儲蓄計劃"
"N","教育",75100,1,4,"儲蓄計劃"
"N","法律",40100,0,8,"儲蓄計劃"
"Y","醫療",71400,1,2,"儲蓄計劃"
"N","教育",72800,1,8,"儲蓄計劃"
"N","法律",22800,1,2,"儲蓄計劃"
"Y","醫療",63600,1,8,"儲蓄計劃"
"N","教育",37200,1,8,"儲蓄計劃"
"N","法律",17200,0,5,"儲蓄計劃"
"Y","醫療",61950,1,4,"儲蓄計劃"
"N","教育",73900,0,2,"儲蓄計劃"
"N","法律",23900,0,8,"儲蓄計劃"
"N","金融",131150,1,1,"儲蓄計劃"
"N","醫療",61150,0,4,"儲蓄計劃"
"N","服務",31150,1,9,"儲蓄計劃"
"N","教育",52300,1,8,"儲蓄計劃"
"N","法律",12300,0,2,"儲蓄計劃"
"N","金融",112100,0,1,"儲蓄計劃"
"Y","醫療",57100,0,4,"儲蓄計劃"
"N","服務",47100,0,1,"儲蓄計劃"
"N","教育",54200,0,2,"儲蓄計劃"
"Y","法律",44200,1,2,"儲蓄計劃"
"Y","醫療",53100,1,8,"儲蓄計劃"
"N","服務",43100,0,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",36200,0,8,"儲蓄計劃"
"N","金融",98400,1,1,"儲蓄計劃"
"Y","醫療",53400,1,8,"儲蓄計劃"
"N","服務",53400,1,1,"儲蓄計劃"
"N","教育",36800,1,8,"儲蓄計劃"
"N","法律",36800,1,8,"儲蓄計劃"
"N","醫療",60150,0,2,"儲蓄計劃"
"N","服務",35150,0,7,"儲蓄計劃"
"N","教育",75300,0,6,"儲蓄計劃"
"Y","法律",20300,1,8,"儲蓄計劃"
"N","醫療",50100,0,2,"儲蓄計劃"
"N","服務",55100,1,1,"儲蓄計劃"
"N","教育",70200,1,6,"儲蓄計劃"
"N","法律",20200,1,2,"儲蓄計劃"
"N","金融",102350,1,1,"儲蓄計劃"
"Y","醫療",52350,1,2,"儲蓄計劃"
"N","服務",37350,0,5,"儲蓄計劃"
"N","教育",79700,0,6,"儲蓄計劃"
"N","法律",24700,0,2,"儲蓄計劃"
"N","金融",87850,1,1,"儲蓄計劃"
"Y","醫療",52850,1,8,"儲蓄計劃"
"N","服務",32850,0,5,"儲蓄計劃"
"N","教育",40700,1,8,"儲蓄計劃"
"Y","法律",35700,1,5,"儲蓄計劃"
"Y","醫療",68250,0,2,"儲蓄計劃"
"N","服務",33250,1,1,"儲蓄計劃"
"N","教育",56500,0,8,"儲蓄計劃"
"N","法律",16500,0,8,"儲蓄計劃"
"Y","醫療",73650,0,4,"儲蓄計劃"
"N","教育",37300,0,2,"儲蓄計劃"
"N","法律",17300,0,8,"儲蓄計劃"
"Y","醫療",51400,1,2,"儲蓄計劃"
"N","服務",41400,0,5,"儲蓄計劃"
"N","教育",42800,0,6,"儲蓄計劃"
"N","法律",12800,1,2,"儲蓄計劃"
"N","金融",85450,0,1,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",55450,1,1,"儲蓄計劃"
"N","教育",55900,1,8,"儲蓄計劃"
"Y","法律",20900,0,8,"儲蓄計劃"
"N","金融",98700,1,1,"儲蓄計劃"
"N","醫療",63700,0,2,"儲蓄計劃"
"N","服務",38700,0,1,"儲蓄計劃"
"N","教育",37400,0,6,"儲蓄計劃"
"N","法律",47400,0,8,"儲蓄計劃"
"N","金融",83550,0,1,"儲蓄計劃"
"Y","醫療",68550,0,8,"儲蓄計劃"
"N","服務",38550,1,7,"儲蓄計劃"
"N","教育",67100,0,4,"儲蓄計劃"
"Y","法律",27100,0,8,"儲蓄計劃"
"Y","醫療",62850,1,2,"儲蓄計劃"
"N","服務",47850,0,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",25700,1,8,"儲蓄計劃"
"Y","醫療",65400,1,2,"儲蓄計劃"
"N","服務",30400,1,3,"儲蓄計劃"
"N","教育",65800,1,2,"儲蓄計劃"
"N","法律",30800,0,5,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",41800,1,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",13600,1,5,"儲蓄計劃"
"Y","醫療",64000,1,6,"儲蓄計劃"
"N","教育",38000,1,8,"儲蓄計劃"
"Y","法律",18000,0,5,"儲蓄計劃"
"Y","法律",18200,1,1,"儲蓄計劃"
"N","醫療",72200,0,6,"儲蓄計劃"
"N","服務",47200,1,3,"儲蓄計劃"
"N","教育",54400,1,6,"儲蓄計劃"
"N","法律",24400,0,2,"儲蓄計劃"
"N","醫療",54300,0,5,"儲蓄計劃"
"N","服務",34300,0,6,"儲蓄計劃"
"N","教育",73600,0,4,"儲蓄計劃"
"Y","法律",38600,0,5,"儲蓄計劃"
"N","醫療",72150,1,4,"儲蓄計劃"
"N","服務",47150,0,9,"儲蓄計劃"
"N","教育",54300,0,6,"儲蓄計劃"
"N","法律",44300,1,8,"儲蓄計劃"
"N","醫療",68500,1,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",52000,1,1,"儲蓄計劃"
"Y","法律",37000,1,7,"儲蓄計劃"
"Y","醫療",66150,0,2,"儲蓄計劃"
"N","服務",46150,1,7,"儲蓄計劃"
"N","教育",37300,0,2,"儲蓄計劃"
"N","法律",22300,0,5,"儲蓄計劃"
"N","醫療",74600,1,8,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",59200,1,4,"儲蓄計劃"
"N","法律",39200,1,1,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",30450,0,7,"儲蓄計劃"
"N","教育",50900,0,6,"儲蓄計劃"
"N","法律",30900,1,5,"儲蓄計劃"
"N","醫療",71950,0,5,"儲蓄計劃"
"N","服務",41950,0,3,"儲蓄計劃"
"N","教育",73900,1,7,"儲蓄計劃"
"Y","法律",33900,0,9,"儲蓄計劃"
"N","醫療",73950,0,2,"儲蓄計劃"
"N","服務",43950,0,3,"儲蓄計劃"
"N","教育",77900,0,4,"儲蓄計劃"
"N","法律",37900,0,2,"儲蓄計劃"
"N","醫療",67700,1,2,"儲蓄計劃"
"N","教育",45400,1,7,"儲蓄計劃"
"Y","法律",25400,0,7,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","教育",61100,0,8,"儲蓄計劃"
"Y","法律",11100,0,2,"儲蓄計劃"
"N","醫療",71300,0,5,"儲蓄計劃"
"N","服務",46300,0,6,"儲蓄計劃"
"N","教育",37600,1,1,"儲蓄計劃"
"Y","法律",42600,1,9,"儲蓄計劃"
"N","醫療",55900,0,4,"儲蓄計劃"
"N","教育",76800,1,8,"儲蓄計劃"
"N","法律",31800,0,8,"儲蓄計劃"
"N","醫療",52150,0,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",79300,1,4,"儲蓄計劃"
"N","法律",14300,1,1,"儲蓄計劃"
"Y","醫療",72450,0,6,"儲蓄計劃"
"N","服務",57450,1,1,"儲蓄計劃"
"N","教育",74900,1,8,"儲蓄計劃"
"N","法律",44900,0,2,"儲蓄計劃"
"N","醫療",74550,1,2,"儲蓄計劃"
"N","服務",39550,0,6,"儲蓄計劃"
"N","教育",54100,1,1,"儲蓄計劃"
"Y","法律",29100,1,9,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",34800,1,7,"儲蓄計劃"
"N","教育",44600,1,6,"儲蓄計劃"
"N","法律",19600,0,8,"儲蓄計劃"
"N","醫療",59100,0,8,"儲蓄計劃"
"N","服務",34100,1,3,"儲蓄計劃"
"N","教育",58200,0,4,"儲蓄計劃"
"N","法律",38200,1,1,"儲蓄計劃"
"Y","醫療",53200,1,6,"儲蓄計劃"
"N","服務",33200,1,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",36400,0,2,"儲蓄計劃"
"Y","醫療",51100,0,5,"儲蓄計劃"
"N","服務",36100,0,3,"儲蓄計劃"
"N","教育",47200,0,1,"儲蓄計劃"
"N","法律",42200,0,1,"儲蓄計劃"
"Y","醫療",59150,1,2,"儲蓄計劃"
"N","服務",34150,0,5,"儲蓄計劃"
"N","教育",73300,1,4,"儲蓄計劃"
"N","法律",38300,1,5,"儲蓄計劃"
"N","醫療",51150,1,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",52300,0,7,"儲蓄計劃"
"N","法律",32300,0,5,"儲蓄計劃"
"N","醫療",66000,0,8,"儲蓄計劃"
"N","服務",31000,1,3,"儲蓄計劃"
"N","教育",67000,1,8,"儲蓄計劃"
"N","法律",12000,0,2,"儲蓄計劃"
"N","醫療",71250,0,5,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",47500,1,4,"儲蓄計劃"
"Y","法律",42500,1,9,"儲蓄計劃"
"N","醫療",50300,0,2,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",20600,0,5,"儲蓄計劃"
"N","醫療",71850,0,5,"儲蓄計劃"
"N","教育",63700,1,4,"儲蓄計劃"
"N","法律",33700,1,5,"儲蓄計劃"
"Y","醫療",68500,1,2,"儲蓄計劃"
"N","服務",48500,1,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",27000,0,2,"儲蓄計劃"
"N","醫療",67300,0,8,"儲蓄計劃"
"N","服務",42300,0,6,"儲蓄計劃"
"N","教育",59600,0,1,"儲蓄計劃"
"Y","法律",14600,0,3,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",48800,0,3,"儲蓄計劃"
"N","教育",57600,0,6,"儲蓄計劃"
"N","法律",47600,1,5,"儲蓄計劃"
"Y","醫療",65050,1,5,"儲蓄計劃"
"N","服務",35050,1,6,"儲蓄計劃"
"N","教育",75100,0,7,"儲蓄計劃"
"N","法律",40100,1,7,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","教育",72800,1,8,"儲蓄計劃"
"N","法律",22800,0,2,"儲蓄計劃"
"N","醫療",63600,0,8,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",37200,1,7,"儲蓄計劃"
"Y","法律",17200,0,9,"儲蓄計劃"
"N","醫療",61950,0,4,"儲蓄計劃"
"N","教育",73900,1,6,"儲蓄計劃"
"Y","法律",23900,1,2,"儲蓄計劃"
"Y","醫療",61150,1,5,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",52300,0,1,"儲蓄計劃"
"Y","法律",12300,1,7,"儲蓄計劃"
"Y","醫療",57100,1,2,"儲蓄計劃"
"N","服務",47100,0,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",44200,1,8,"儲蓄計劃"
"N","醫療",53100,1,2,"儲蓄計劃"
"N","服務",43100,0,6,"儲蓄計劃"
"N","教育",76200,1,4,"儲蓄計劃"
"N","法律",36200,1,9,"儲蓄計劃"
"N","醫療",53400,0,6,"儲蓄計劃"
"N","教育",36800,1,4,"儲蓄計劃"
"Y","法律",36800,1,8,"儲蓄計劃"
"N","醫療",60150,0,8,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",75300,0,1,"儲蓄計劃"
"Y","法律",20300,0,9,"儲蓄計劃"
"N","醫療",50100,1,8,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",20200,0,2,"儲蓄計劃"
"N","醫療",52350,1,5,"儲蓄計劃"
"N","服務",37350,1,3,"儲蓄計劃"
"N","教育",79700,1,7,"儲蓄計劃"
"N","法律",24700,0,7,"儲蓄計劃"
"Y","醫療",52850,1,4,"儲蓄計劃"
"N","服務",32850,0,5,"儲蓄計劃"
"N","教育",40700,0,6,"儲蓄計劃"
"N","法律",35700,1,2,"儲蓄計劃"
"N","醫療",68250,1,2,"儲蓄計劃"
"N","服務",33250,1,3,"儲蓄計劃"
"N","教育",56500,0,1,"儲蓄計劃"
"Y","法律",16500,1,1,"儲蓄計劃"
"N","醫療",73650,0,4,"儲蓄計劃"
"N","教育",37300,0,8,"儲蓄計劃"
"Y","法律",17300,0,2,"儲蓄計劃"
"Y","醫療",51400,0,5,"儲蓄計劃"
"N","服務",41400,1,3,"儲蓄計劃"
"N","教育",42800,1,1,"儲蓄計劃"
"Y","法律",12800,0,5,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",55450,1,1,"儲蓄計劃"
"N","教育",55900,0,2,"儲蓄計劃"
"N","法律",20900,0,8,"儲蓄計劃"
"N","醫療",63700,0,2,"儲蓄計劃"
"N","服務",38700,1,6,"儲蓄計劃"
"N","教育",37400,1,4,"儲蓄計劃"
"Y","法律",47400,1,1,"儲蓄計劃"
"N","醫療",68550,0,6,"儲蓄計劃"
"N","服務",38550,0,3,"儲蓄計劃"
"N","教育",67100,0,8,"儲蓄計劃"
"N","法律",27100,0,8,"儲蓄計劃"
"N","醫療",62850,0,5,"儲蓄計劃"
"N","服務",47850,1,3,"儲蓄計劃"
"N","教育",70700,0,7,"儲蓄計劃"
"Y","法律",25700,0,7,"儲蓄計劃"
"Y","醫療",65400,0,2,"儲蓄計劃"
"N","服務",30400,1,5,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",30800,0,5,"儲蓄計劃"
"N","醫療",71800,1,2,"儲蓄計劃"
"N","服務",41800,1,3,"儲蓄計劃"
"N","教育",43600,1,4,"儲蓄計劃"
"N","法律",13600,0,9,"儲蓄計劃"
"N","醫療",64000,1,2,"儲蓄計劃"
"N","教育",38000,1,6,"儲蓄計劃"
"N","法律",18000,1,2,"儲蓄計劃"
"N","醫療",74550,1,5,"儲蓄計劃"
"N","服務",34550,1,6,"儲蓄計劃"
"N","教育",59100,1,4,"儲蓄計劃"
"Y","法律",19100,0,5,"儲蓄計劃"
"Y","醫療",65550,1,2,"儲蓄計劃"
"N","服務",30550,0,1,"儲蓄計劃"
"N","教育",66100,1,6,"儲蓄計劃"
"N","法律",31100,0,5,"儲蓄計劃"
"Y","醫療",55000,1,2,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",70000,1,4,"儲蓄計劃"
"Y","法律",20000,0,1,"儲蓄計劃"
"Y","醫療",70800,0,6,"儲蓄計劃"
"N","服務",40800,0,3,"儲蓄計劃"
"N","教育",71600,0,6,"儲蓄計劃"
"N","法律",11600,0,8,"儲蓄計劃"
"N","醫療",65850,0,8,"儲蓄計劃"
"N","教育",41700,1,7,"儲蓄計劃"
"Y","法律",41700,0,7,"儲蓄計劃"
"Y","醫療",69500,1,4,"儲蓄計劃"
"N","服務",34500,1,9,"儲蓄計劃"
"N","教育",59000,1,2,"儲蓄計劃"
"N","法律",39000,0,2,"儲蓄計劃"
"N","醫療",56900,0,2,"儲蓄計劃"
"N","服務",46900,0,3,"儲蓄計劃"
"N","教育",68800,1,7,"儲蓄計劃"
"Y","法律",23800,0,7,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","教育",71500,1,8,"儲蓄計劃"
"N","法律",41500,0,5,"儲蓄計劃"
"N","醫療",60900,1,2,"儲蓄計劃"
"N","服務",40900,1,3,"儲蓄計劃"
"N","教育",41800,0,7,"儲蓄計劃"
"Y","法律",31800,0,9,"儲蓄計劃"
"Y","醫療",71950,0,6,"儲蓄計劃"
"N","教育",63900,0,4,"儲蓄計劃"
"N","法律",13900,0,5,"儲蓄計劃"
"N","醫療",64800,0,5,"儲蓄計劃"
"N","服務",39800,0,6,"儲蓄計劃"
"N","教育",69600,0,1,"儲蓄計劃"
"Y","法律",49600,0,7,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",34550,1,9,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",39100,1,8,"儲蓄計劃"
"N","醫療",58900,1,2,"儲蓄計劃"
"N","服務",48900,1,3,"儲蓄計劃"
"N","教育",57800,1,1,"儲蓄計劃"
"Y","法律",27800,1,3,"儲蓄計劃"
"Y","醫療",50950,1,4,"儲蓄計劃"
"N","服務",40950,1,7,"儲蓄計劃"
"N","教育",41900,0,8,"儲蓄計劃"
"Y","法律",11900,1,8,"儲蓄計劃"
"N","醫療",74250,1,8,"儲蓄計劃"
"N","服務",39250,0,6,"儲蓄計劃"
"N","教育",68500,1,1,"儲蓄計劃"
"Y","法律",28500,0,7,"儲蓄計劃"
"Y","醫療",54650,0,6,"儲蓄計劃"
"N","服務",49650,1,3,"儲蓄計劃"
"N","教育",59300,0,4,"儲蓄計劃"
"N","法律",49300,1,8,"儲蓄計劃"
"N","醫療",54350,1,5,"儲蓄計劃"
"N","服務",34350,1,3,"儲蓄計劃"
"N","教育",43700,1,7,"儲蓄計劃"
"N","法律",38700,1,9,"儲蓄計劃"
"N","醫療",52050,1,2,"儲蓄計劃"
"N","服務",32050,0,9,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",34100,1,8,"儲蓄計劃"
"N","醫療",72350,1,5,"儲蓄計劃"
"N","服務",32350,0,6,"儲蓄計劃"
"N","教育",54700,0,4,"儲蓄計劃"
"Y","法律",14700,1,3,"儲蓄計劃"
"Y","醫療",74300,0,8,"儲蓄計劃"
"N","教育",48600,0,6,"儲蓄計劃"
"N","法律",48600,1,5,"儲蓄計劃"
"N","醫療",72500,1,2,"儲蓄計劃"
"N","服務",0,0,0,"儲蓄計劃"
"N","教育",35000,1,7,"儲蓄計劃"
"Y","法律",15000,0,9,"儲蓄計劃"
"N","醫療",65600,1,6,"儲蓄計劃"
"N","服務",35600,1,7,"儲蓄計劃"
"N","教育",76200,1,4,"儲蓄計劃"
"N","法律",21200,1,2,"儲蓄計劃"
"N","醫療",65550,1,2,"儲蓄計劃"
"N","服務",40550,0,6,"儲蓄計劃"
"N","教育",56100,0,1,"儲蓄計劃"
"Y","法律",11100,0,7,"儲蓄計劃"
"Y","醫療",66500,1,8,"儲蓄計劃"
"N","教育",48000,1,8,"儲蓄計劃"
"N","法律",13000,1,2,"儲蓄計劃"
"N","醫療",53650,0,2,"儲蓄計劃"
"N","服務",48650,1,6,"儲蓄計劃"
"N","教育",57300,1,7,"儲蓄計劃"
"Y","法律",27300,0,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",49250,0,3,"儲蓄計劃"
"N","教育",58500,0,6,"儲蓄計劃"
"N","法律",48500,1,8,"儲蓄計劃"
"Y","醫療",60100,1,8,"儲蓄計劃"
"N","服務",30100,0,3,"儲蓄計劃"
"N","教育",35200,0,4,"儲蓄計劃"
"N","法律",30200,0,1,"儲蓄計劃"
"N","醫療",66550,1,6,"儲蓄計劃"
"N","服務",36550,0,9,"儲蓄計劃"
"N","教育",48100,0,4,"儲蓄計劃"
"N","法律",43100,1,8,"儲蓄計劃"
"Y","醫療",62250,0,2,"儲蓄計劃"
"N","服務",37250,0,3,"儲蓄計劃"
"N","教育",49500,0,7,"儲蓄計劃"
"Y","法律",24500,0,9,"儲蓄計劃"
"Y","醫療",74500,0,4,"儲蓄計劃"
"N","教育",49000,0,6,"儲蓄計劃"
"N","法律",29000,1,8,"儲蓄計劃"
"N","醫療",55550,1,2,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",51100,1,7,"儲蓄計劃"
"Y","法律",11100,1,7,"儲蓄計劃"
"Y","醫療",61850,0,4,"儲蓄計劃"
"N","服務",41850,1,7,"儲蓄計劃"
"N","教育",73700,0,6,"儲蓄計劃"
"N","法律",33700,1,5,"儲蓄計劃"
"N","醫療",65050,0,2,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",35100,1,7,"儲蓄計劃"
"N","法律",10100,0,5,"儲蓄計劃"
"Y","醫療",53150,0,2,"儲蓄計劃"
"N","服務",43150,1,5,"儲蓄計劃"
"N","教育",46300,0,8,"儲蓄計劃"
"Y","法律",16300,0,2,"儲蓄計劃"
"N","醫療",50250,0,8,"儲蓄計劃"
"N","服務",0,1,0,"儲蓄計劃"
"N","教育",70500,0,1,"儲蓄計劃"
"Y","法律",30500,1,9,"儲蓄計劃"
"Y","醫療",73500,0,2,"儲蓄計劃"
"N","服務",43500,1,7,"儲蓄計劃"
"N","教育",47000,1,6,"儲蓄計劃"
"N","法律",37000,1,8,"儲蓄計劃"
"N","醫療",65250,0,2,"儲蓄計劃"
"N","服務",35250,0,3,"儲蓄計劃"
"N","教育",75500,0,7,"儲蓄計劃"
"Y","法律",40500,1,3,"儲蓄計劃"
"N","醫療",57200,0,2,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",44400,1,5,"儲蓄計劃"
"Y","醫療",66850,1,5,"儲蓄計劃"
"N","教育",43700,1,7,"儲蓄計劃"
"N","法律",23700,0,9,"儲蓄計劃"
"Y","醫療",51200,0,2,"儲蓄計劃"
"N","服務",46200,0,9,"儲蓄計劃"
"N","教育",37400,1,8,"儲蓄計劃"
"N","法律",22400,1,8,"儲蓄計劃"
"Y","醫療",71750,1,4,"儲蓄計劃"
"N","服務",36750,0,3,"儲蓄計劃"
"N","教育",48500,1,7,"儲蓄計劃"
"Y","法律",43500,0,9,"儲蓄計劃"
"Y","醫療",56650,1,6,"儲蓄計劃"
"N","服務",36650,0,9,"儲蓄計劃"
"N","教育",78300,0,2,"儲蓄計劃"
"N","法律",23300,1,8,"儲蓄計劃"
"N","醫療",68350,0,2,"儲蓄計劃"
"N","服務",38350,0,6,"儲蓄計劃"
"N","教育",51700,1,7,"儲蓄計劃"
"Y","法律",46700,0,7,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",43300,0,9,"儲蓄計劃"
"N","教育",76600,1,4,"儲蓄計劃"
"N","法律",16600,0,2,"儲蓄計劃"
"N","醫療",50250,1,8,"儲蓄計劃"
"N","服務",35250,1,3,"儲蓄計劃"
"N","教育",45500,0,4,"儲蓄計劃"
"N","法律",20500,0,3,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",35200,0,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",20400,0,5,"儲蓄計劃"
"Y","醫療",52950,1,6,"儲蓄計劃"
"N","服務",32950,0,3,"儲蓄計劃"
"N","教育",55900,1,7,"儲蓄計劃"
"Y","法律",15900,1,7,"儲蓄計劃"
"Y","醫療",54600,0,8,"儲蓄計劃"
"N","服務",39600,1,5,"儲蓄計劃"
"N","教育",54200,0,2,"儲蓄計劃"
"N","法律",49200,1,5,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",37250,1,9,"儲蓄計劃"
"N","教育",79500,1,4,"儲蓄計劃"
"Y","法律",44500,0,7,"儲蓄計劃"
"N","醫療",50300,0,8,"儲蓄計劃"
"N","服務",35300,0,7,"儲蓄計劃"
